0,1312964022.93089,2011-08-10 02:13:42,201181021342,6,tcp,95.153.177.13,147.32.84.59,35049,6881,0,0,1.419550,0,0,124,120,2,2,0
0,1312962413.540761,2011-08-10 01:46:53,201181014653,17,udp,147.32.84.229,183.88.0.239,13363,58189,0,0,3431.154541,224,896,518,1148,7,6,0
0,1312962414.063958,2011-08-10 01:46:54,201181014654,6,tcp,147.32.85.124,109.123.209.192,64845,80,0,0,151.896286,5411,57086,7487,59900,35,51,0
0,1312962414.594385,2011-08-10 01:46:54,201181014654,17,udp,147.32.84.138,147.32.80.9,42925,53,0,0,0.000244,39,91,81,133,1,1,0
0,1312962414.69795,2011-08-10 01:46:54,201181014654,6,tcp,147.32.84.229,77.220.7.181,443,1463,0,0,3585.510254,45889,109956,107858,182514,1092,1251,0
0,1312962414.974518,2011-08-10 01:46:54,201181014654,17,udp,147.32.84.229,99.255.102.185,13363,39685,0,0,3201.951172,3798,0,5310,0,36,0,0
0,1312962415.865032,2011-08-10 01:46:55,201181014655,17,udp,58.165.30.164,147.32.84.229,10395,13363,0,0,3283.167236,299,1034,635,1370,8,8,0
0,1312962416.155575,2011-08-10 01:46:56,201181014656,17,udp,147.32.84.138,147.32.80.9,41156,53,0,0,0.000167,39,91,81,133,1,1,0
0,1312962416.996152,2011-08-10 01:46:56,201181014656,6,tcp,147.32.86.147,74.125.232.193,46073,80,0,0,2.605874,1068,310,1332,442,4,2,0
0,1312962417.483432,2011-08-10 01:46:57,201181014657,17,udp,115.111.78.130,147.32.84.229,2055,13363,0,0,0.002796,33,18,75,60,1,1,0
0,1312962417.835127,2011-08-10 01:46:57,201181014657,17,udp,81.152.198.42,147.32.84.229,57355,13363,0,0,2675.775635,68,36,152,120,2,2,0
0,1312962418.053839,2011-08-10 01:46:58,201181014658,17,udp,82.236.47.176,147.32.84.229,37359,13363,0,0,3587.301758,4807,2274,9847,7315,120,120,0
0,1312962418.451655,2011-08-10 01:46:58,201181014658,17,udp,147.32.84.138,147.32.80.9,59108,53,0,0,0.000259,39,91,81,133,1,1,0
0,1312962418.497626,2011-08-10 01:46:58,201181014658,17,udp,78.128.57.61,147.32.84.229,55159,13363,0,0,2672.618408,15703,2260,20449,7006,113,113,0
0,1312962418.511005,2011-08-10 01:46:58,201181014658,6,tcp,147.32.86.99,209.85.148.105,17225,443,0,0,250.033768,470,341,1305,1187,14,14,0
0,1312962418.521552,2011-08-10 01:46:58,201181014658,17,udp,147.32.86.99,147.32.80.9,53212,53,0,0,0.003072,38,193,80,235,1,1,0
0,1312962418.64931,2011-08-10 01:46:58,201181014658,6,tcp,147.32.86.99,88.86.106.212,17233,80,0,0,126.584488,813,851,1225,1205,7,6,0
0,1312962419.427971,2011-08-10 01:46:59,201181014659,6,tcp,147.32.85.114,109.86.98.199,49167,54283,0,0,442.125641,2361,815,3995,2785,29,35,0
0,1312962420.474642,2011-08-10 01:47:00,20118101470,17,udp,83.219.231.20,147.32.84.229,21777,13363,0,0,0.000990,31,18,73,60,1,1,0
0,1312962420.591373,2011-08-10 01:47:00,20118101470,17,udp,147.32.85.34,147.32.80.9,59909,53,0,0,0.000268,43,196,85,238,1,1,0
0,1312962420.620634,2011-08-10 01:47:00,20118101470,17,udp,147.32.85.34,147.32.80.9,55185,53,0,0,0.000192,43,196,85,238,1,1,0
0,1312962420.644637,2011-08-10 01:47:00,20118101470,17,udp,147.32.85.34,147.32.80.9,51625,53,0,0,0.000419,44,198,86,240,1,1,0
0,1312962420.746651,2011-08-10 01:47:00,20118101470,17,udp,147.32.84.229,68.36.101.215,13363,33244,0,0,3582.570312,576,349,870,643,7,7,0
0,1312962420.960242,2011-08-10 01:47:00,20118101470,17,udp,147.32.84.138,147.32.80.9,54718,53,0,0,0.000209,39,91,81,133,1,1,0
0,1312962420.987893,2011-08-10 01:47:00,20118101470,17,udp,147.32.84.138,147.32.80.9,50742,53,0,0,0.000407,39,91,81,133,1,1,0
0,1312962421.044671,2011-08-10 01:47:01,20118101471,17,udp,147.32.84.229,194.42.102.118,13363,59157,0,0,1.608161,462,36,546,121,2,2,0
0,1312962421.044857,2011-08-10 01:47:01,20118101471,17,udp,147.32.84.229,85.202.19.37,13363,14147,0,0,3307.906006,1072,2136,1577,2648,12,12,0
0,1312962421.218441,2011-08-10 01:47:01,20118101471,17,udp,147.32.84.229,152.84.71.38,13363,8116,0,0,6.009657,1275,0,1401,0,3,0,0
0,1312962421.968433,2011-08-10 01:47:01,20118101471,17,udp,202.161.7.48,147.32.84.229,64880,13363,0,0,0.001830,35,18,77,60,1,1,0
